experiment,condition,algorithm,input_size,obstacle_prob,execution_time,nodes_expanded,path_length,heuristic_evals,heuristic_calls,tie_breaks,run_id,seed,heuristic,alpha,weight,use_memoization,use_dynamic_weight,use_tiebreaking,use_density_adaptive,density_low_threshold,density_threshold,mid_density_weight,high_density_weight,density_weight_cap,found,attempt,obstacle_density,effective_algorithm,effective_weight,shared_instance_id,unsolved
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0010842090000000582,192,124,286,286,60,841,86638,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,3,0.2861111111111111,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0023882080000001693,492,130,607,607,101,842,86639,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.31972222222222224,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0011668750000000117,207,134,304,304,63,843,86640,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,8,0.2961111111111111,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.001100458999999887,203,126,301,301,60,844,86641,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.2927777777777778,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0021964169999995065,449,142,540,540,91,845,86642,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.29777777777777775,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0016221659999997584,320,128,422,422,80,846,86643,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.3016666666666667,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0019992079999999746,403,124,524,524,98,847,86644,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.2975,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0011336670000003934,209,128,323,323,69,848,86645,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.2916666666666667,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0010757909999998816,191,120,306,306,75,849,86646,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.2947222222222222,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0011838750000006115,214,122,329,329,70,850,86647,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.295,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0014459169999998522,277,134,382,382,68,851,86648,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.30694444444444446,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0011456249999994839,209,130,315,315,72,852,86649,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.2936111111111111,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.001841124999999444,368,144,460,460,83,853,86650,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,5,0.29388888888888887,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0010901250000001639,197,126,297,297,61,854,86651,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.2997222222222222,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0010142090000000437,178,118,281,281,67,855,86652,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.3047222222222222,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0011993339999998298,219,128,309,309,61,856,86653,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.3111111111111111,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0013068750000000406,243,126,352,352,72,857,86654,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,4,0.2827777777777778,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.001345624999999906,252,130,343,343,63,858,86655,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,4,0.30194444444444446,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0009699589999998537,172,122,271,271,56,859,86656,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.3030555555555556,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0009952090000000524,177,134,275,275,53,860,86657,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,4,0.29305555555555557,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0016858330000006916,328,132,435,435,88,861,86658,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.29777777777777775,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.00244275000000016,501,120,615,615,105,862,86659,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,3,0.305,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.001742667000000253,345,140,448,448,74,863,86660,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.3016666666666667,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0017744159999999454,342,130,450,450,72,864,86661,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,5,0.30027777777777775,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.001299249999999752,239,128,347,347,73,865,86662,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,3,0.3063888888888889,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0008562500000000028,153,126,242,242,53,866,86663,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.2980555555555556,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.001015167000000261,183,120,288,288,59,867,86664,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.2947222222222222,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.0012385420000002867,229,126,342,342,68,868,86665,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.2997222222222222,wastar,1.6,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.3,0.00082825000000053,147,122,237,237,55,869,86666,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.2966666666666667,wastar,1.6,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0064252079999995715,1625,0,1728,1728,1683,870,71737,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.3863888888888889,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.003896457999999825,974,142,1093,1093,1069,871,71738,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,21,0.405,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0002108329999996883,54,0,61,61,54,872,71739,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.4083333333333333,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0034495000000003273,903,144,1005,1005,973,873,71740,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,17,0.4025,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.002697666999999626,724,180,793,793,738,874,71741,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,50,0.4008333333333333,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.005071916999999537,1234,134,1437,1437,1419,875,71742,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,10,0.3844444444444444,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.005216499999999513,1394,208,1492,1492,1426,876,71743,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,17,0.4,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0015339169999997182,362,130,448,448,437,877,71744,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,80,0.39916666666666667,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.00041066699999969813,116,0,120,120,111,878,71745,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.40694444444444444,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.003448458000000265,908,164,1003,1003,963,879,71746,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,78,0.4011111111111111,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.004080625000000282,1063,144,1204,1204,1179,880,71747,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,48,0.4047222222222222,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.004795124999999345,1280,158,1391,1391,1351,881,71748,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,13,0.4063888888888889,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.002475582999999837,646,142,742,742,724,882,71749,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,23,0.4036111111111111,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.003997833999999756,1077,206,1166,1166,1110,883,71750,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,75,0.3927777777777778,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.002675541999999531,674,130,791,791,778,884,71751,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,68,0.3875,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0035090420000001288,929,0,1002,1002,955,885,71752,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.39694444444444443,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0035582080000002847,886,134,1007,1007,992,886,71753,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,5,0.4,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0031531670000006784,775,124,904,904,895,887,71754,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,55,0.3861111111111111,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.003663124999999212,933,158,1039,1039,1001,888,71755,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,16,0.39805555555555555,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0050692079999992146,1293,164,1380,1380,1337,889,71756,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,12,0.3927777777777778,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0016937909999992229,407,122,543,543,537,890,71757,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,19,0.4063888888888889,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,1.1665999999799226e-05,3,0,3,3,0,891,71758,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.4127777777777778,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.003116041999999375,809,136,917,917,899,892,71759,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,30,0.3927777777777778,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0024869579999995395,646,134,725,725,704,893,71760,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,43,0.39222222222222225,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0015082909999994953,379,124,458,458,444,894,71761,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,59,0.3972222222222222,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.00402308300000076,1029,148,1188,1188,1159,895,71762,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,19,0.3825,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.0030262090000006125,799,144,892,892,875,896,71763,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,1,3,0.3908333333333333,astar,1.5,,
exp5_obstacle_density,baseline_astar,astar,60,0.4,1.0542000000057783e-05,3,0,3,3,0,897,71764,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.4147222222222222,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,0.00028495900000002905,78,0,85,85,72,898,71765,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.4088888888888889,astar,1.5,,True
exp5_obstacle_density,baseline_astar,astar,60,0.4,3.708000000379741e-06,1,0,1,1,0,899,71766,manhattan,0.7,1.5,0,0,0,0,0.2,0.35,1.6,2.2,2.5,0,80,0.39805555555555555,astar,1.5,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,8.524999999970362e-05,3,0,3,3,1,900,81737,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.40805555555555556,wastar,2.2,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0024695829999998864,452,146,549,549,13,901,81738,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,11,0.405,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.006872000000000433,1401,0,1401,1401,8,902,81739,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.39805555555555555,wastar,2.2,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0027122500000000827,498,150,592,592,5,903,81740,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,7,0.4025,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0027334999999997223,530,186,593,593,6,904,81741,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,40,0.4008333333333333,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.002830499999999958,542,166,608,608,1,905,81742,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,64,0.41,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.005658166999999992,1169,212,1208,1208,10,906,81743,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,7,0.4,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0012058329999993234,207,132,284,284,6,907,81744,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,70,0.39916666666666667,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0018964170000002056,340,150,428,428,4,908,81745,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,72,0.3869444444444444,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.002253999999999756,414,170,482,482,5,909,81746,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,68,0.4011111111111111,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0023957079999998854,444,150,530,530,6,910,81747,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,38,0.4047222222222222,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.003943125000000158,790,164,869,869,9,911,81748,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,3,0.4063888888888889,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0014800419999998482,266,144,338,338,5,912,81749,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,13,0.4036111111111111,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.004325333000000597,850,212,930,930,7,913,81750,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,65,0.3927777777777778,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0014459579999996919,250,134,349,349,10,914,81751,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,58,0.3875,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,7.937499999854936e-05,2,0,2,2,0,915,81752,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.4022222222222222,wastar,2.2,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0017334590000004368,309,152,402,402,2,916,81753,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,6,0.39194444444444443,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0010394160000011254,163,124,253,253,13,917,81754,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,45,0.3861111111111111,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0020706249999999926,386,160,461,461,4,918,81755,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,6,0.39805555555555555,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.004309791999999035,857,164,930,930,5,919,81756,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,2,0.3927777777777778,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0010709160000015316,172,124,262,262,11,920,81757,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,9,0.4063888888888889,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,7.849999999898216e-05,2,0,2,2,0,921,81758,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.40805555555555556,wastar,2.2,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.002081292000001511,360,138,466,466,5,922,81759,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,20,0.3927777777777778,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0017217919999996667,315,152,383,383,6,923,81760,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,33,0.39222222222222225,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0012799169999997417,214,132,295,295,5,924,81761,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,49,0.3972222222222222,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.002868207999998873,543,152,634,634,4,925,81762,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,9,0.3825,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0013074579999994285,229,138,318,318,7,926,81763,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,1,16,0.3775,wastar,2.2,,
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,0.0003418329999984593,60,0,60,60,3,927,81764,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.4027777777777778,wastar,2.2,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,7.812499999992895e-05,2,0,2,2,0,928,81765,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.3852777777777778,wastar,2.2,,True
exp5_obstacle_density,enhanced_combo,wastar,60,0.4,8.216700000041044e-05,3,0,3,3,0,929,81766,hybrid,0.7,2.2,1,1,1,0,0.2,0.35,1.6,2.2,2.5,0,80,0.40055555555555555,wastar,2.2,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,8.291700000029323e-05,3,0,3,3,1,930,86737,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.3763888888888889,wastar,2.4,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0021948330000007843,476,156,577,577,97,931,86738,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,6,0.405,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.007233249999998748,1731,0,1731,1731,240,932,86739,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.39916666666666667,wastar,2.4,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0025633330000012222,573,186,646,646,101,933,86740,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.4025,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.002193541000000465,484,182,561,561,79,934,86741,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,35,0.4008333333333333,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0021647500000003816,478,168,556,556,79,935,86742,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,59,0.41,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.004643583000000007,1085,216,1136,1136,154,936,86743,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,2,0.4,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0010732910000008644,211,134,300,300,54,937,86744,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,65,0.39916666666666667,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0016150839999991007,333,150,424,424,71,938,86745,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,67,0.3869444444444444,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0019074579999998065,405,168,474,474,80,939,86746,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,63,0.4011111111111111,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.00173620799999874,370,148,450,450,68,940,86747,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,33,0.4047222222222222,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0009817089999994977,196,132,271,271,48,941,86748,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.3761111111111111,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0013259159999989834,279,146,352,352,59,942,86749,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,8,0.4036111111111111,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.003678874999998527,845,216,925,925,118,943,86750,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,60,0.3927777777777778,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0013337089999989615,254,134,360,360,71,944,86751,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,53,0.3875,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,8.595900000152312e-05,2,0,2,2,0,945,86752,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.395,wastar,2.4,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.001476333000001162,309,162,390,390,62,946,86753,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.39194444444444443,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0009907079999997848,179,134,262,262,50,947,86754,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,40,0.3861111111111111,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0018586250000005577,397,164,471,471,76,948,86755,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,1,0.39805555555555555,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.00020720800000084694,34,0,34,34,5,949,86756,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.39944444444444444,wastar,2.4,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0009293750000001211,174,130,268,268,52,950,86757,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,4,0.4063888888888889,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.004423750000000837,1049,0,1049,1049,152,951,86758,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.3972222222222222,wastar,2.4,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.001970915999999434,411,148,523,523,91,952,86759,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,15,0.3927777777777778,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0014322079999988802,294,152,371,371,66,953,86760,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,28,0.39222222222222225,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0012441249999994852,251,134,344,344,67,954,86761,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,44,0.3972222222222222,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0025477499999997377,548,152,643,643,95,955,86762,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,4,0.3825,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.0010957499999992848,215,138,304,304,53,956,86763,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,1,11,0.3775,wastar,2.4,,
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,0.00022120800000102747,38,0,38,38,7,957,86764,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.38805555555555554,wastar,2.4,,True
exp5_obstacle_density,density_adaptive,adaptive,60,0.4,8.200000000080365e-05,2,0,2,2,0,958,86765,manhattan,0.7,1.5,1,1,1,1,0.2,0.35,1.6,2.4,2.5,0,80,0.3844444444444444,wastar,2.4,,True
